X,Y,Count,Pct
0.17,0.75,22,0.008342813803564657
0.17,0.8,13,0.004929844520288207
0.17,0.85,4,0.0015168752370117557
0.17,0.9,3,0.0011376564277588168
0.17,0.95,5,0.0018960940462646946
0.17,1.0,3,0.0011376564277588168
0.18,0.0,0,0.0
0.18,0.05,0,0.0
0.18,0.1,0,0.0
0.18,0.15,0,0.0
0.18,0.2,1,0.0003792188092529389
0.18,0.25,0,0.0
0.18,0.3,1,0.0003792188092529389
0.18,0.35,1,0.0003792188092529389
0.18,0.4,2,0.0007584376185058779
0.18,0.45,1,0.0003792188092529389
0.18,0.5,2,0.0007584376185058779
0.18,0.55,6,0.0022753128555176336
0.18,0.6,1,0.0003792188092529389
0.18,0.65,10,0.0037921880925293893
0.18,0.7,8,0.0030337504740235114
0.18,0.75,8,0.0030337504740235114
0.18,0.8,4,0.0015168752370117557
0.18,0.85,4,0.0015168752370117557
0.18,0.9,2,0.0007584376185058779
0.18,0.95,0,0.0
0.18,1.0,3,0.0011376564277588168
0.19,0.0,1,0.0003792188092529389
0.19,0.05,0,0.0
0.19,0.1,1,0.0003792188092529389
0.19,0.15,0,0.0
0.19,0.2,0,0.0
0.19,0.25,0,0.0
0.19,0.3,0,0.0
0.19,0.35,1,0.0003792188092529389
0.19,0.4,1,0.0003792188092529389
0.19,0.45,2,0.0007584376185058779
0.19,0.5,5,0.0018960940462646946
0.19,0.55,7,0.0026545316647705727
0.19,0.6,4,0.0015168752370117557
0.19,0.65,5,0.0018960940462646946
0.19,0.7,7,0.0026545316647705727
0.19,0.75,6,0.0022753128555176336
0.19,0.8,8,0.0030337504740235114
0.19,0.85,0,0.0
0.19,0.9,1,0.0003792188092529389
0.19,0.95,0,0.0
0.19,1.0,1,0.0003792188092529389
0.2,0.0,1,0.0003792188092529389
0.2,0.05,0,0.0
0.2,0.1,0,0.0
0.2,0.15,0,0.0
0.2,0.2,0,0.0
0.2,0.25,0,0.0
0.2,0.3,1,0.0003792188092529389
0.2,0.35,0,0.0
0.2,0.4,2,0.0007584376185058779
0.2,0.45,2,0.0007584376185058779
0.2,0.5,1,0.0003792188092529389
0.2,0.55,2,0.0007584376185058779
0.2,0.6,2,0.0007584376185058779
0.2,0.65,4,0.0015168752370117557
0.2,0.7,1,0.0003792188092529389
0.2,0.75,3,0.0011376564277588168
0.2,0.8,5,0.0018960940462646946
0.2,0.85,1,0.0003792188092529389
0.2,0.9,0,0.0
0.2,0.95,0,0.0
0.2,1.0,1,0.0003792188092529389
0.21,0.0,1,0.0003792188092529389
0.21,0.05,0,0.0
0.21,0.1,0,0.0
0.21,0.15,1,0.0003792188092529389
0.21,0.2,1,0.0003792188092529389
0.21,0.25,0,0.0
0.21,0.3,0,0.0
0.21,0.35,0,0.0
0.21,0.4,1,0.0003792188092529389
0.21,0.45,1,0.0003792188092529389
0.21,0.5,1,0.0003792188092529389
0.21,0.55,2,0.0007584376185058779
0.21,0.6,1,0.0003792188092529389
0.21,0.65,1,0.0003792188092529389
0.21,0.7,2,0.0007584376185058779
0.21,0.75,4,0.0015168752370117557
0.21,0.8,4,0.0015168752370117557
